id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
41319,WMPR,small_airport,LTS Pulau Redang Airport,5.764804,103.004942,36,AS,Malaysia,MY,Terengganu,MY-11,11,Redang,0,WMPR,RDN,,,https://en.wikipedia.org/wiki/Redang_Airport,,50,2021-01-21T15:44:06+00:00
26815,WBKL,medium_airport,Labuan Airport,5.300680161,115.25,101,AS,Malaysia,MY,Labuan (Federal Territory),MY-15,15,Labuan,1,WBKL,LBU,,,https://en.wikipedia.org/wiki/Labuan_Airport,,750,2008-08-17T17:08:57+00:00
26813,WBKD,medium_airport,Lahad Datu Airport,5.03241,118.32376,45,AS,Malaysia,MY,Sabah,MY-12,12,Lahad Datu,1,WBKD,LDU,,,https://en.wikipedia.org/wiki/Lahad_Datu_Airport,,750,2023-12-24T07:11:16+00:00
26870,WMKE,medium_airport,Kerteh Airport,4.53722,103.427002,18,AS,Malaysia,MY,Terengganu,MY-11,11,Kerteh,0,WMKE,KTE,,,https://en.wikipedia.org/wiki/Kerteh_Airport,,325,2024-05-17T08:53:40+00:00
513873,MY-0047,medium_airport,Kaya88 Malaysia,2.7542,101.7043,,AS,Malaysia,MY,Kuala Lumpur (Federal Territory),MY-14,14,,0,,,,https://18.167.150.63/kaya88-my-pilihan-terbaik/,https://18.167.150.63/kaya88-my-pilihan-terbaik/,,250,2023-10-27T02:23:41+00:00
26867,WMKB,medium_airport,RMAF Butterworth Air Base,5.46592,100.390999,11,AS,Malaysia,MY,Penang,MY-07,7,Butterworth,0,WMKB,BWH,,,https://en.wikipedia.org/wiki/RMAF_Butterworth_Air_Base,RAF Butterworth,250,2021-01-21T16:32:52+00:00
35208,MY-LBP,small_airport,Long Banga Airport,3.202138,115.401811,750,AS,Malaysia,MY,Sarawak,MY-13,13,Long Banga,1,,LBP,,,https://en.wikipedia.org/wiki/Long_Banga_Airport,,150,2022-06-19T20:28:13+00:00
26820,WBGT,small_airport,Tanjung Manis Airport,2.17784,111.202003,15,AS,Malaysia,MY,Sarawak,MY-13,13,Belawai,0,WBTM,TGC,,,https://en.wikipedia.org/wiki/Tanjung_Manis_Airport,,50,2024-04-04T10:04:44+00:00
32664,WMAJ,small_airport,Jendarata Airport,3.89972,100.948997,8,AS,Malaysia,MY,Perak,MY-08,8,Jendarata,0,WMAJ,,,,https://en.wikipedia.org/wiki/Jendarata_Airport,,50,2024-05-18T23:57:26+00:00
31746,WBKG,small_airport,Keningau Airport,5.355487,116.164884,1036,AS,Malaysia,MY,Sabah,MY-12,12,Keningau,0,WBKG,KGU,,,https://en.wikipedia.org/wiki/Keningau_Airport,,50,2024-05-29T06:14:24+00:00
32666,WMAZ,small_airport,Segamat Airport,2.498023,102.839756,50,AS,Malaysia,MY,Johor,MY-01,1,Segamat,0,WMAZ,,,,,,50,2021-01-21T15:51:25+00:00
41326,WMAN,small_airport,Sungai Tiang Airport,4.33027792,102.3949966,10,AS,Malaysia,MY,Pahang,MY-06,6,Taman Negara,0,WMAN,SXT,,,,,50,2008-08-17T17:08:57+00:00
26810,WBGM,medium_airport,Marudi Airport,4.178734,114.330318,103,AS,Malaysia,MY,Sarawak,MY-13,13,Marudi,1,WBGM,MUR,,,https://en.wikipedia.org/wiki/Marudi_Airport,,750,2022-11-08T10:56:17+00:00
30682,WBGZ,medium_airport,Bario Airport,3.734648,115.478548,3350,AS,Malaysia,MY,Sarawak,MY-13,13,Bario,1,WBGZ,BBN,,,https://en.wikipedia.org/wiki/Bario_Airport,,500,2022-06-19T20:48:26+00:00
350992,WBGK,medium_airport,Mukah Airport,2.881944,112.043333,20,AS,Malaysia,MY,Sarawak,MY-13,13,Mukah,1,WBGK,MKM,,,https://en.wikipedia.org/wiki/Mukah_Airport,,500,2021-12-23T13:32:32+00:00
31918,MY-0009,closed,Old Mukah STOLport,2.907082,112.077756,13,AS,Malaysia,MY,Sarawak,MY-13,13,Mukah,1,,,,,https://en.wikipedia.org/wiki/Mukah_Airport,"MKM, WBGK",450,2022-08-26T09:48:11+00:00
26863,WMAP,medium_airport,Kluang Airport,2.041389942,103.3069992,150,AS,Malaysia,MY,Johor,MY-01,1,Kluang,0,WMAP,,,,https://en.wikipedia.org/wiki/Kluang_Airport,,250,2012-11-24T06:54:02+00:00
30764,WBGQ,small_airport,Bakalalan Airport,3.974,115.617996,2900,AS,Malaysia,MY,Sarawak,MY-13,13,Bakalalan,1,WBGQ,BKM,,,https://en.wikipedia.org/wiki/Ba%27kelalan_Airport,,150,2024-05-17T08:50:46+00:00
30770,WBGC,small_airport,Belaga Airport,2.652143,113.767043,200,AS,Malaysia,MY,Sarawak,MY-13,13,Belaga,0,WBGC,BLG,,,https://en.wikipedia.org/wiki/Belaga_Airport,,150,2022-11-08T16:24:28+00:00
31785,WBKT,small_airport,Kudat Airport,6.924111,116.837068,10,AS,Malaysia,MY,Sabah,MY-12,12,Kudat,1,WBKT,KUD,,,https://en.wikipedia.org/wiki/Kudat_Airport,,150,2024-05-29T06:16:16+00:00
31816,WBGF,small_airport,Long Lellang Airport,3.421000004,115.1539993,1400,AS,Malaysia,MY,Sarawak,MY-13,13,Long Datih,1,WBGF,LGL,,,https://en.wikipedia.org/wiki/Long_Lellang_Airport,,150,2015-02-20T13:40:50+00:00
